gene name,1
ENST00000527696.1,ENSG00000177963.7
ENST00000375238.4,ENSG00000125967.11
ENST00000495878.1,ENSG00000186635.10
ENST00000309083.6,ENSG00000159335.10
ENST00000223271.3,ENSG00000106538.5
ENST00000558506.1,ENSG00000100664.6
ENST00000484855.1,ENSG00000064601.11
ENST00000422258.2,ENSG00000110696.4
ENST00000400137.4,ENSG00000088832.10
ENST00000506879.1,ENSG00000146067.11
ENST00000261205.4,ENSG00000067715.9
ENST00000441714.1,ENSG00000185825.10
ENST00000398733.3,ENSG00000131508.11
ENST00000314616.6,ENSG00000109111.10
ENST00000483063.1,ENSG00000115350.7
ENST00000258198.2,ENSG00000135720.8
ENST00000531026.1,ENSG00000048649.9
ENST00000547914.1,ENSG00000196531.6
ENST00000260956.4,ENSG00000138385.10
ENST00000302625.4,ENSG00000171450.4
ENST00000479303.1,ENSG00000197448.9
ENST00000460110.1,ENSG00000015676.12
ENST00000322680.3,ENSG00000148660.14
ENST00000372695.5,ENSG00000102409.9
ENST00000253039.4,ENSG00000130741.5
ENST00000251413.3,ENSG00000131462.3
ENST00000368921.3,ENSG00000213190.2
ENST00000536441.1,ENSG00000149212.6
ENST00000299299.3,ENSG00000166228.4
ENST00000409733.1,ENSG00000071082.5
ENST00000454885.2,ENSG00000182196.8
ENST00000412505.2,ENSG00000182196.8
ENST00000473917.1,ENSG00000092096.10
ENST00000477964.1,ENSG00000218227.3
ENST00000327473.3,ENSG00000185361.3
ENST00000586392.1,ENSG00000105220.9
ENST00000514518.1,ENSG00000164615.3
ENST00000455785.2,ENSG00000117632.16
ENST00000264451.6,ENSG00000080824.13
